operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-5601-5801.tar.gz,1,individuals
read,1,8191.912280079227,2421.833441734314,300,300,0.803251124,[10],10,30,3015.038970221614,pfs,309998,individuals,36523-dc104,columns.txt,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.803251124,[10],10,30,3015.038970221614,pfs,309998,individuals,36523-dc104,ALL.chr1.250000.vcf,1,initial_data
write,0,17095.0,0.08151531219482422,300,300,8.4679e-05,[10],10,30,962.639050943259,pfs,5,individuals,36523-dc104,chr1n-5001-5201.tar.gz,1,final_data
write,0,19537.0,0.24221515655517578,10,10,0.000159679,[10],10,1,1516.8879849897344,pfs,13,mutation_overlap,25746-dc107,chr3-AFR.tar.gz,1,final_data
read,1,18639.372262773722,2.4352970123291016,10,10,0.000850172,[10],10,1,2864.4756735450023,pfs,137,mutation_overlap,25746-dc107,chr3n.tar.gz,1,individuals_merge
read,0,18639.372262773722,2.4352970123291016,10,10,0.000850172,[10],10,1,2864.4756735450023,pfs,137,mutation_overlap,25746-dc107,AFR,1,initial_data
read,1,18639.372262773722,2.4352970123291016,10,10,0.000850172,[10],10,1,2864.4756735450023,pfs,137,mutation_overlap,25746-dc107,sifted.SIFT.chr3.txt,1,sifting
write,0,20961.69057377049,9.755425453186035,10,10,0.007930752,[10],10,1,1230.0757170550833,pfs,488,frequency,36710-dc103,chr5-EAS-freq.tar.gz,1,final_data
read,0,17042.35714285714,1.8203201293945312,10,10,0.000662607,[10],10,1,2747.209325278078,pfs,112,frequency,36710-dc103,EAS,1,initial_data
read,1,17042.35714285714,1.8203201293945312,10,10,0.000662607,[10],10,1,2747.209325278078,pfs,112,frequency,36710-dc103,sifted.SIFT.chr5.txt,1,sifting
read,1,17042.35714285714,1.8203201293945312,10,10,0.000662607,[10],10,1,2747.209325278078,pfs,112,frequency,36710-dc103,chr5n.tar.gz,1,individuals_merge
write,0,16294.4,0.07769775390625,300,300,9.204e-05,[10],10,30,844.1737712543459,pfs,5,individuals,23867-dc107,chr3n-2001-2201.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.796406674,[10],10,30,3040.901644841313,pfs,309993,individuals,23867-dc107,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.796406674,[10],10,30,3040.901644841313,pfs,309993,individuals,23867-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.870872404,[10],10,30,2780.92798739586,pfs,309998,individuals,37148-dc104,columns.txt,1,initial_data
write,0,16586.4,0.07909011840820312,300,300,8.53e-05,[10],10,30,927.1995124056639,pfs,5,individuals,37148-dc104,chr1n-401-601.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.870872404,[10],10,30,2780.92798739586,pfs,309998,individuals,37148-dc104,ALL.chr1.250000.vcf,1,initial_data
write,0,14858.666666666666,0.08502197265625,300,300,7.655e-05,[10],10,30,1110.6724056988896,pfs,6,individuals,37759-dc105,chr2n-201-401.tar.gz,1,final_data
read,1,8191.921474379654,2421.75803565979,300,300,0.866771894,[10],10,30,2793.996958627491,pfs,309988,individuals,37759-dc105,ALL.chr2.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.866771894,[10],10,30,2793.996958627491,pfs,309988,individuals,37759-dc105,columns.txt,1,initial_data
read,0,15394.908496732027,2.246304512023926,10,10,0.000777278,[10],10,1,2889.9628087041265,pfs,153,mutation_overlap,40254-dc105,EAS,1,initial_data
write,0,20881.76923076923,0.25888729095458984,10,10,0.000228077,[10],10,1,1135.0872334982914,pfs,13,mutation_overlap,40254-dc105,chr2-EAS.tar.gz,1,final_data
read,1,15394.908496732027,2.246304512023926,10,10,0.000777278,[10],10,1,2889.9628087041265,pfs,153,mutation_overlap,40254-dc105,chr2n.tar.gz,1,individuals_merge
read,1,15394.908496732027,2.246304512023926,10,10,0.000777278,[10],10,1,2889.9628087041265,pfs,153,mutation_overlap,40254-dc105,sifted.SIFT.chr2.txt,1,sifting
read,1,8191.912280079227,2421.833441734314,300,300,0.798536015,[10],10,30,3032.8418458800684,pfs,309998,individuals,36702-dc104,columns.txt,1,initial_data
write,0,14911.333333333334,0.08532333374023438,300,300,8.433e-05,[10],10,30,1011.7791265295194,pfs,6,individuals,36702-dc104,chr1n-2401-2601.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.798536015,[10],10,30,3032.8418458800684,pfs,309998,individuals,36702-dc104,ALL.chr1.250000.vcf,1,initial_data
read,1,18618.642335766424,2.432588577270508,10,10,0.000804206,[10],10,1,3024.832663857902,pfs,137,mutation_overlap,25848-dc107,chr3n.tar.gz,1,individuals_merge
read,0,18618.642335766424,2.432588577270508,10,10,0.000804206,[10],10,1,3024.832663857902,pfs,137,mutation_overlap,25848-dc107,SAS,1,initial_data
write,0,19443.615384615383,0.2410573959350586,10,10,0.000324597,[10],10,1,742.6359329724507,pfs,13,mutation_overlap,25848-dc107,chr3-SAS.tar.gz,1,final_data
read,1,18618.642335766424,2.432588577270508,10,10,0.000804206,[10],10,1,3024.832663857902,pfs,137,mutation_overlap,25848-dc107,sifted.SIFT.chr3.txt,1,sifting
read,1,98290.45971728988,1346.1583061218262,10,10,0.202740958,[10],10,1,6639.794540784533,pfs,14361,sifting,19751-dc107,ALL.chr3.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,1,initial_data
write,0,16829.0,0.0802469253540039,300,300,7.245e-05,[10],10,30,1107.6180173085424,pfs,5,individuals,35856-dc104,chr1n-5801-6001.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.807788761,[10],10,30,2998.1024231337556,pfs,309998,individuals,35856-dc104,ALL.chr1.250000.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.807788761,[10],10,30,2998.1024231337556,pfs,309998,individuals,35856-dc104,columns.txt,1,initial_data
write,0,15814.4,0.075408935546875,300,300,7.761e-05,[10],10,30,971.6394220702874,pfs,5,individuals,23913-dc108,chr4n-3001-3201.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.807213261,[10],10,30,3000.236935382043,pfs,309997,individuals,23913-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.807213261,[10],10,30,3000.236935382043,pfs,309997,individuals,23913-dc108,ALL.chr4.250000.vcf,1,initial_data
read,0,18592.07,1.7730779647827148,10,10,0.000629337,[10],10,1,2817.37441908344,pfs,100,frequency,26756-dc108,EAS,1,initial_data
read,1,18592.07,1.7730779647827148,10,10,0.000629337,[10],10,1,2817.37441908344,pfs,100,frequency,26756-dc108,sifted.SIFT.chr4.txt,1,sifting
write,0,24095.266666666666,0.34468555450439453,10,10,0.000262658,[10],10,1,1312.2979482992887,pfs,15,frequency,26756-dc108,chr4-EAS-freq.tar.gz,1,final_data
read,1,18592.07,1.7730779647827148,10,10,0.000629337,[10],10,1,2817.37441908344,pfs,100,frequency,26756-dc108,chr4n.tar.gz,1,individuals_merge
read,1,8191.921474379654,2421.75803565979,300,300,0.80085538,[10],10,30,3023.964246403377,pfs,309988,individuals,38357-dc105,columns.txt,1,initial_data
write,0,13839.0,0.06598949432373047,300,300,5.862e-05,[10],10,30,1125.7163821857807,pfs,5,individuals,38357-dc105,chr2n-1601-1801.tar.gz,1,final_data
read,1,8191.921474379654,2421.75803565979,300,300,0.80085538,[10],10,30,3023.964246403377,pfs,309988,individuals,38357-dc105,ALL.chr2.250000.vcf,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.799335922,[10],10,30,3029.8038330652994,pfs,309997,individuals,22033-dc108,ALL.chr4.250000.vcf,1,initial_data
write,0,14446.6,0.06888675689697266,300,300,7.5789e-05,[10],10,30,908.9281676361036,pfs,5,individuals,22033-dc108,chr4n-1201-1401.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.799335922,[10],10,30,3029.8038330652994,pfs,309997,individuals,22033-dc108,columns.txt,1,initial_data
write,0,18058.916666666668,0.20666790008544922,10,10,0.00021371,[10],10,1,967.04833693065,pfs,12,mutation_overlap,26246-dc108,chr4-SAS.tar.gz,1,final_data
read,0,18595.59,1.7734136581420898,10,10,0.000592396,[10],10,1,2993.6286844308365,pfs,100,mutation_overlap,26246-dc108,SAS,1,initial_data
read,1,18595.59,1.7734136581420898,10,10,0.000592396,[10],10,1,2993.6286844308365,pfs,100,mutation_overlap,26246-dc108,chr4n.tar.gz,1,individuals_merge
read,1,18595.59,1.7734136581420898,10,10,0.000592396,[10],10,1,2993.6286844308365,pfs,100,mutation_overlap,26246-dc108,sifted.SIFT.chr4.txt,1,sifting
read,1,8191.880741065222,1640.772988319397,10,10,0.403771834,[10],10,1,4063.6142745890415,pfs,210022,sifting,34249-dc105,SIFT.chr2.vcf,1,initial_data
read,1,8191.880741065222,1640.772988319397,10,10,0.403771834,[10],10,1,4063.6142745890415,pfs,210022,sifting,34249-dc105,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,1,initial_data
write,0,8179.806201550387,1.006312370300293,10,10,0.000814953,[10],10,1,1234.8103145829182,pfs,129,sifting,34249-dc105,sifted.SIFT.chr2.txt,1,final_data
write,0,17107.4,0.0815744400024414,300,300,6.941e-05,[10],10,30,1175.25486244693,pfs,5,individuals,23859-dc107,chr3n-401-601.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.868465857,[10],10,30,2788.589033649482,pfs,309993,individuals,23859-dc107,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.868465857,[10],10,30,2788.589033649482,pfs,309993,individuals,23859-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.87810339,[10],10,30,2758.00668267571,pfs,309995,individuals,30593-dc103,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.87810339,[10],10,30,2758.00668267571,pfs,309995,individuals,30593-dc103,ALL.chr5.250000.vcf,1,initial_data
write,0,17013.833333333332,0.09735393524169922,300,300,8.8559e-05,[10],10,30,1099.3115916134918,pfs,6,individuals,30593-dc103,chr5n-5801-6001.tar.gz,1,final_data
write,0,14656.666666666666,0.08386611938476562,300,300,7.4369e-05,[10],10,30,1127.7026635394536,pfs,6,individuals,38319-dc104,chr1n-1401-1601.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.80846706,[10],10,30,2995.587033235855,pfs,309998,individuals,38319-dc104,ALL.chr1.250000.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.80846706,[10],10,30,2995.587033235855,pfs,309998,individuals,38319-dc104,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.800788464,[10],10,30,3024.2169368461205,pfs,309988,individuals,36367-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,14895.6,0.07102775573730469,300,300,7.4229e-05,[10],10,30,956.8734017338869,pfs,5,individuals,36367-dc105,chr2n-801-1001.tar.gz,1,final_data
read,1,8191.921474379654,2421.75803565979,300,300,0.800788464,[10],10,30,3024.2169368461205,pfs,309988,individuals,36367-dc105,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.828568529,[10],10,30,2922.8904223807363,pfs,309995,individuals,32460-dc103,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.828568529,[10],10,30,2922.8904223807363,pfs,309995,individuals,32460-dc103,ALL.chr5.250000.vcf,1,initial_data
write,0,17227.6,0.08214759826660156,300,300,7.1317e-05,[10],10,30,1151.865589783664,pfs,5,individuals,32460-dc103,chr5n-401-601.tar.gz,1,final_data
write,0,19063.727272727272,0.19998645782470703,10,10,0.000263368,[10],10,1,759.3422808568506,pfs,11,mutation_overlap,26237-dc108,chr4-GBR.tar.gz,1,final_data
read,0,18551.67,1.7692251205444336,10,10,0.000620617,[10],10,1,2850.7519461188363,pfs,100,mutation_overlap,26237-dc108,GBR,1,initial_data
read,1,18551.67,1.7692251205444336,10,10,0.000620617,[10],10,1,2850.7519461188363,pfs,100,mutation_overlap,26237-dc108,sifted.SIFT.chr4.txt,1,sifting
read,1,18551.67,1.7692251205444336,10,10,0.000620617,[10],10,1,2850.7519461188363,pfs,100,mutation_overlap,26237-dc108,chr4n.tar.gz,1,individuals_merge
read,1,15368.503267973856,2.2424516677856445,10,10,0.000763162,[10],10,1,2938.369137595484,pfs,153,frequency,41208-dc105,chr2n.tar.gz,1,individuals_merge
read,0,15368.503267973856,2.2424516677856445,10,10,0.000763162,[10],10,1,2938.369137595484,pfs,153,frequency,41208-dc105,GBR,1,initial_data
read,1,15368.503267973856,2.2424516677856445,10,10,0.000763162,[10],10,1,2938.369137595484,pfs,153,frequency,41208-dc105,sifted.SIFT.chr2.txt,1,sifting
write,0,20157.608333333334,2.3068552017211914,10,10,0.001776046,[10],10,1,1298.8713139869076,pfs,120,frequency,41208-dc105,chr2-GBR-freq.tar.gz,1,final_data
write,0,16763.166666666668,0.09591960906982422,300,300,8.9077e-05,[10],10,30,1076.816788506845,pfs,6,individuals,30363-dc103,chr5n-5401-5601.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.800868077,[10],10,30,3023.987454678126,pfs,309995,individuals,30363-dc103,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.800868077,[10],10,30,3023.987454678126,pfs,309995,individuals,30363-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.833241779,[10],10,30,2906.5165734835114,pfs,309997,individuals,22434-dc108,columns.txt,1,initial_data
write,0,16372.8,0.07807159423828125,300,300,8.535e-05,[10],10,30,914.7228381755273,pfs,5,individuals,22434-dc108,chr4n-2201-2401.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.833241779,[10],10,30,2906.5165734835114,pfs,309997,individuals,22434-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.779604129,[10],10,30,3106.4882166399934,pfs,309997,individuals,23930-dc108,ALL.chr4.250000.vcf,1,initial_data
write,0,17137.6,0.08171844482421875,300,300,8.65e-05,[10],10,30,944.7219054822976,pfs,5,individuals,23930-dc108,chr4n-5601-5801.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.779604129,[10],10,30,3106.4882166399934,pfs,309997,individuals,23930-dc108,columns.txt,1,initial_data
read,1,18784.715328467155,2.454286575317383,10,10,0.000767032,[10],10,1,3199.7186236263715,pfs,137,mutation_overlap,26188-dc107,sifted.SIFT.chr3.txt,1,sifting
write,0,16339.470588235294,0.26490306854248047,10,10,0.000268088,[10],10,1,988.1198283492006,pfs,17,mutation_overlap,26188-dc107,chr3-ALL.tar.gz,1,final_data
read,1,18784.715328467155,2.454286575317383,10,10,0.000767032,[10],10,1,3199.7186236263715,pfs,137,mutation_overlap,26188-dc107,chr3n.tar.gz,1,individuals_merge
read,0,18784.715328467155,2.454286575317383,10,10,0.000767032,[10],10,1,3199.7186236263715,pfs,137,mutation_overlap,26188-dc107,ALL,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.799028436,[10],10,30,3030.972782218121,pfs,309998,individuals,36323-dc104,ALL.chr1.250000.vcf,1,initial_data
write,0,16013.166666666666,0.0916280746459961,300,300,9.6108e-05,[10],10,30,953.3865510258886,pfs,6,individuals,36323-dc104,chr1n-3001-3201.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.799028436,[10],10,30,3030.972782218121,pfs,309998,individuals,36323-dc104,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.786849099,[10],10,30,3077.838391131206,pfs,309993,individuals,22905-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.786849099,[10],10,30,3077.838391131206,pfs,309993,individuals,22905-dc107,columns.txt,1,initial_data
write,0,16277.2,0.07761573791503906,300,300,8.572e-05,[10],10,30,905.4565785702177,pfs,5,individuals,22905-dc107,chr3n-3001-3201.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.829231797,[10],10,30,2920.552523988893,pfs,309995,individuals,33196-dc103,columns.txt,1,initial_data
write,0,13964.4,0.06658744812011719,300,300,6.2369e-05,[10],10,30,1067.6369369417048,pfs,5,individuals,33196-dc103,chr5n-1801-2001.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.829231797,[10],10,30,2920.552523988893,pfs,309995,individuals,33196-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.794735274,[10],10,30,3047.3430834308047,pfs,309997,individuals,23886-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.794735274,[10],10,30,3047.3430834308047,pfs,309997,individuals,23886-dc108,ALL.chr4.250000.vcf,1,initial_data
write,0,14789.333333333334,0.084625244140625,300,300,9.576e-05,[10],10,30,883.7222654618316,pfs,6,individuals,23886-dc108,chr4n-5401-5601.tar.gz,1,final_data
write,0,15203.6,0.07249641418457031,300,300,8.666e-05,[10],10,30,836.5614376248593,pfs,5,individuals,22029-dc108,chr4n-3601-3801.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.791736968,[10],10,30,3058.883364383189,pfs,309997,individuals,22029-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.791736968,[10],10,30,3058.883364383189,pfs,309997,individuals,22029-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.833008398,[10],10,30,2907.2432420540736,pfs,309988,individuals,38322-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.833008398,[10],10,30,2907.2432420540736,pfs,309988,individuals,38322-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,13883.4,0.06620121002197266,300,300,7.1678e-05,[10],10,30,923.5917578890685,pfs,5,individuals,38322-dc105,chr2n-2801-3001.tar.gz,1,final_data
read,1,18639.372262773722,2.4352970123291016,10,10,0.000865383,[10],10,1,2814.126245060397,pfs,137,frequency,26677-dc107,chr3n.tar.gz,1,individuals_merge
read,1,18639.372262773722,2.4352970123291016,10,10,0.000865383,[10],10,1,2814.126245060397,pfs,137,frequency,26677-dc107,sifted.SIFT.chr3.txt,1,sifting
read,0,18639.372262773722,2.4352970123291016,10,10,0.000865383,[10],10,1,2814.126245060397,pfs,137,frequency,26677-dc107,AFR,1,initial_data
write,0,23784.058823529413,0.38559818267822266,10,10,0.000391409,[10],10,1,985.1541039634312,pfs,17,frequency,26677-dc107,chr3-AFR-freq.tar.gz,1,final_data
read,1,8191.853946701092,1355.5383319854736,10,10,0.331106444,[10],10,1,4093.9654197291115,pfs,173512,sifting,19745-dc107,ALL.chr3.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,1,initial_data
write,0,8190.420560747663,0.8357763290405273,10,10,0.000498985,[10],10,1,1674.9528122900035,pfs,107,sifting,19745-dc107,sifted.SIFT.chr3.txt,1,final_data
read,1,8191.853946701092,1355.5383319854736,10,10,0.331106444,[10],10,1,4093.9654197291115,pfs,173512,sifting,19745-dc107,SIFT.chr3.vcf,1,initial_data
write,0,17326.0,0.08261680603027344,300,300,6.531e-05,[10],10,30,1264.9947332762738,pfs,5,individuals,23929-dc108,chr4n-5001-5201.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.767113665,[10],10,30,3157.069350840446,pfs,309997,individuals,23929-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.767113665,[10],10,30,3157.069350840446,pfs,309997,individuals,23929-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.827836038,[10],10,30,2925.476672350661,pfs,309995,individuals,33197-dc103,columns.txt,1,initial_data
write,0,7767.25,0.02962970733642578,300,300,4.1449e-05,[10],10,30,714.8473385709132,pfs,4,individuals,33197-dc103,chr5n-1-201.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.827836038,[10],10,30,2925.476672350661,pfs,309995,individuals,33197-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,13236.721238938053,2.8529157638549805,10,10,0.001052138,[10],10,1,2711.5414174328657,pfs,226,frequency,41156-dc104,sifted.SIFT.chr1.txt,1,sifting
write,0,21081.876777251186,4.242206573486328,10,10,0.002779609,[10],10,1,1526.1882421183439,pfs,211,frequency,41156-dc104,chr1-EUR-freq.tar.gz,1,final_data
read,1,13236.721238938053,2.8529157638549805,10,10,0.001052138,[10],10,1,2711.5414174328657,pfs,226,frequency,41156-dc104,chr1n.tar.gz,1,individuals_merge
read,0,13236.721238938053,2.8529157638549805,10,10,0.001052138,[10],10,1,2711.5414174328657,pfs,226,frequency,41156-dc104,EUR,1,initial_data
write,0,16895.6,0.08056449890136719,300,300,8.3349e-05,[10],10,30,966.5922674701218,pfs,5,individuals,22108-dc108,chr4n-3801-4001.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.827194905,[10],10,30,2927.7634880770756,pfs,309997,individuals,22108-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.827194905,[10],10,30,2927.7634880770756,pfs,309997,individuals,22108-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.824858579,[10],10,30,2936.03664841097,pfs,309995,individuals,31008-dc103,columns.txt,1,initial_data
write,0,15085.0,0.0719308853149414,300,300,6.2638e-05,[10],10,30,1148.3585892739454,pfs,5,individuals,31008-dc103,chr5n-3801-4001.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.824858579,[10],10,30,2936.03664841097,pfs,309995,individuals,31008-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,17070.85714285714,1.8233642578125,10,10,0.000608468,[10],10,1,2996.6477412328995,pfs,112,frequency,36712-dc103,chr5n.tar.gz,1,individuals_merge
write,0,21333.432481751825,11.149140357971191,10,10,0.007277349,[10],10,1,1532.0332112656947,pfs,548,frequency,36712-dc103,chr5-AFR-freq.tar.gz,1,final_data
read,0,17070.85714285714,1.8233642578125,10,10,0.000608468,[10],10,1,2996.6477412328995,pfs,112,frequency,36712-dc103,AFR,1,initial_data
read,1,17070.85714285714,1.8233642578125,10,10,0.000608468,[10],10,1,2996.6477412328995,pfs,112,frequency,36712-dc103,sifted.SIFT.chr5.txt,1,sifting
read,1,8191.930583199192,2421.8310403823853,300,300,0.794476618,[10],10,30,3048.3352001963954,pfs,309997,individuals,23917-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.794476618,[10],10,30,3048.3352001963954,pfs,309997,individuals,23917-dc108,columns.txt,1,initial_data
write,0,16456.0,0.07846832275390625,300,300,9.062e-05,[10],10,30,865.9051286019229,pfs,5,individuals,23917-dc108,chr4n-1601-1801.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.81112174,[10],10,30,2985.7347491748883,pfs,309993,individuals,22240-dc107,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.81112174,[10],10,30,2985.7347491748883,pfs,309993,individuals,22240-dc107,ALL.chr3.250000.vcf,1,initial_data
write,0,7775.0,0.029659271240234375,300,300,4.303e-05,[10],10,30,689.2696081857861,pfs,4,individuals,22240-dc107,chr3n-1-201.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.799526674,[10],10,30,3029.035107500615,pfs,309993,individuals,21291-dc107,columns.txt,1,initial_data
write,0,16851.4,0.0803537368774414,300,300,8.4559e-05,[10],10,30,950.268296425471,pfs,5,individuals,21291-dc107,chr3n-3601-3801.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.799526674,[10],10,30,3029.035107500615,pfs,309993,individuals,21291-dc107,ALL.chr3.250000.vcf,1,initial_data
write,0,7799.75,0.029753684997558594,300,300,3.988e-05,[10],10,30,746.0803660370761,pfs,4,individuals,34911-dc104,chr1n-1-201.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.850951384,[10],10,30,2846.030322378927,pfs,309998,individuals,34911-dc104,columns.txt,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.850951384,[10],10,30,2846.030322378927,pfs,309998,individuals,34911-dc104,ALL.chr1.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.837828569,[10],10,30,2890.517374634655,pfs,309988,individuals,36315-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.837828569,[10],10,30,2890.517374634655,pfs,309988,individuals,36315-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,17153.6,0.08179473876953125,300,300,6.981e-05,[10],10,30,1171.6765330114777,pfs,5,individuals,36315-dc105,chr2n-5201-5401.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.790149922,[10],10,30,3065.0302864097657,pfs,309998,individuals,34910-dc104,ALL.chr1.250000.vcf,1,initial_data
write,0,15896.166666666666,0.0909585952758789,300,300,7.9448e-05,[10],10,30,1144.8821276291274,pfs,6,individuals,34910-dc104,chr1n-201-401.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.790149922,[10],10,30,3065.0302864097657,pfs,309998,individuals,34910-dc104,columns.txt,1,initial_data
write,0,24018.866666666665,0.34359264373779297,10,10,0.000454318,[10],10,1,756.2822598659815,pfs,15,frequency,26748-dc108,chr4-SAS-freq.tar.gz,1,final_data
read,0,18595.59,1.7734136581420898,10,10,0.000628547,[10],10,1,2821.4495624704114,pfs,100,frequency,26748-dc108,SAS,1,initial_data
read,1,18595.59,1.7734136581420898,10,10,0.000628547,[10],10,1,2821.4495624704114,pfs,100,frequency,26748-dc108,chr4n.tar.gz,1,individuals_merge
read,1,18595.59,1.7734136581420898,10,10,0.000628547,[10],10,1,2821.4495624704114,pfs,100,frequency,26748-dc108,sifted.SIFT.chr4.txt,1,sifting
read,1,18619.109489051094,2.432649612426758,10,10,0.000763465,[10],10,1,3186.327614791455,pfs,137,mutation_overlap,25666-dc107,sifted.SIFT.chr3.txt,1,sifting
write,0,20903.166666666668,0.23921775817871094,10,10,0.000198929,[10],10,1,1202.5283301012469,pfs,12,mutation_overlap,25666-dc107,chr3-EUR.tar.gz,1,final_data
read,0,18619.109489051094,2.432649612426758,10,10,0.000763465,[10],10,1,3186.327614791455,pfs,137,mutation_overlap,25666-dc107,EUR,1,initial_data
read,1,18619.109489051094,2.432649612426758,10,10,0.000763465,[10],10,1,3186.327614791455,pfs,137,mutation_overlap,25666-dc107,chr3n.tar.gz,1,individuals_merge
read,1,8191.921474379654,2421.75803565979,300,300,0.882638289,[10],10,30,2743.7717871989917,pfs,309988,individuals,37859-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,15393.166666666666,0.08808040618896484,300,300,7.6529e-05,[10],10,30,1150.941554037879,pfs,6,individuals,37859-dc105,chr2n-5001-5201.tar.gz,1,final_data
read,1,8191.921474379654,2421.75803565979,300,300,0.882638289,[10],10,30,2743.7717871989917,pfs,309988,individuals,37859-dc105,columns.txt,1,initial_data
